playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Oscar Chirimini,3,3,1942-02-01,1,2,0,0
Manuel Arenas,2,2,1939-02-12,1,1,0,0
Eduardo Mingo,2,2,1942-01-25,0,2,0,0
Eustaquio Barreiro,1,1,1939-02-12,0,1,0,0
Víctor Bielich,1,1,1939-02-12,1,0,0,0
Armando Contreras,2,2,1942-01-10,1,1,0,0
Raúl Pérez,1,1,1941-02-09,1,0,0,0
Ismael Rivero,3,1,1941-02-09,0,3,0,0
Schubert Gambetta,3,3,1947-12-06,1,2,0,0
Jorge Laurido,1,1,1941-02-09,0,1,1,0
José Manuel Moreno,13,7,1947-12-25,12,1,0,0
César Socarraz,1,1,1941-02-12,0,1,0,0
Juan Marvezzi,5,1,1941-02-16,5,0,0,0
César Augusto Freire,1,1,1941-02-16,0,1,0,0
Ubaldo Cruche,1,1,1941-02-16,0,1,0,0
Antonio Sastre,1,1,1941-02-23,1,0,0,0
Manuel Vallejas,1,1,1941-02-23,0,1,0,0
Juan Pedro Riephoff,2,2,1946-02-02,0,2,0,0
Obdulio Varela,5,5,1954-06-26,1,4,0,0
Luis Ernesto Castro,3,2,1942-02-01,3,0,0,0
Bibiano Zapirain,3,3,1942-02-07,3,0,0,0
Raimundo Sandoval,1,1,1942-01-11,1,0,0,0
Vicente Sánchez,5,5,2007-10-13,1,4,0,0
Rubén Aveiro,2,1,1942-01-11,0,2,0,0
Angel Perucca,2,2,1942-01-22,2,0,0,0
Sylvio Pirillo,6,2,1942-01-31,6,0,0,0
Cláudio Christovam de Pinho,5,4,1953-03-12,5,0,0,1
Servílio de Jesús,1,1,1942-01-17,0,1,0,0
Pedro Amorim,2,1,1942-01-21,2,0,0,0
Adolfo Pedernera,3,3,1946-02-02,3,0,0,0
Fabio Baudo Franco,3,3,1942-02-05,0,3,0,0
Juan Carlos Heredia,1,1,1942-01-25,1,0,0,0
José María Jiménez,5,4,1947-11-30,4,1,0,0
Gorgonio Ibarrola,1,1,1942-01-25,0,1,0,0
Leopoldo Quiñónez,1,1,1942-01-28,0,1,0,0
Luis Guzmán Gonzales,1,1,1942-01-28,0,1,0,0
Elba de Padua Lima,1,1,1942-01-31,1,0,0,0
Enrique Alvarez,1,1,1942-01-31,0,1,0,1
Zizinho,17,12,1957-03-24,16,1,0,1
Benito Armingol,1,1,1942-02-05,1,0,0,0
Juan Alcántara,6,3,1946-01-26,5,1,0,0
Erasmo Vera,1,1,1945-01-14,1,0,0,0
Enrique Raymondi Chávez,1,1,1945-01-14,0,1,0,0
Francisco Hormazábal,1,1,1945-01-14,1,0,0,0
Luis Mendoza,2,2,1967-02-01,1,1,0,0
Guillermo Clavero,4,2,1945-01-24,4,0,0,0
René Pontoni,8,5,1947-12-04,8,0,0,0
Rinaldo Martino,5,5,1946-01-12,5,0,0,0
Félix Loustau,7,7,1947-12-28,7,0,0,0
Jorge Ceciliano,1,1,1945-01-21,1,0,0,0
Heleno de Freitas,9,6,1946-01-23,6,3,0,0
Jaime de Almeida,1,1,1945-01-21,1,0,0,0
Atilio García,5,2,1945-01-28,0,5,0,0
Víctor Aguayo,4,4,1945-02-21,1,3,0,0
Ademir de Menezes,22,12,1953-03-12,20,2,0,0
Tesourinha,8,6,1949-05-11,7,1,0,1
Juan Riephoff,1,1,1945-01-28,0,1,0,0
José García,4,3,1947-12-16,0,4,0,0
José María Ortiz,1,1,1945-01-28,0,1,0,0
José Mendoza,1,1,1945-01-31,0,1,0,0
Manuel Pellegrina,1,1,1945-01-31,1,0,0,0
Desiderio Medina,3,3,1945-02-18,3,0,0,0
Manuel Piñeiro,1,1,1945-01-31,1,0,0,0
Norberto Doroteo Méndez,17,10,1947-12-28,15,2,0,0
Mario Boyé,5,4,1947-12-18,5,0,0,0
Arturo Mendoza,1,1,1945-02-07,0,1,0,0
José Luis Ferraro,2,1,1945-02-07,2,0,0,0
Rui Campos,1,1,1945-02-07,1,0,0,0
Nicolás Falero,9,6,1947-12-25,0,9,0,0
Luis González Rubio,2,2,1945-02-21,1,1,0,0
Roberto Gámez,2,2,1945-02-21,1,1,0,0
Fulgencio Berdugo,3,3,1949-04-20,1,2,0,0
Raúl Fernández,1,1,1945-02-21,1,0,0,0
Zenón González,3,3,1947-12-18,3,0,0,0
Severo Orgaz,2,2,1947-12-31,2,0,0,0
Guillermo Albornoz,1,1,1945-02-21,0,1,0,0
Jair,15,9,1950-07-13,15,0,0,1
José María Medina,7,3,1946-01-29,0,7,0,0
Ángel Labruna,10,5,1956-01-29,10,0,0,0
Miguel Peredo,2,2,1946-02-08,1,1,0,0
Juan Carlos Salvini,2,1,1946-01-19,2,0,0,0
Porfirio Rolón,1,1,1946-01-19,0,1,0,0
Jorge Benjamín Araya,3,2,1946-02-08,1,2,0,0
Atilio Cremaschi,8,6,1953-03-19,6,2,0,0
José Antonio Vázquez,1,1,1946-01-23,0,1,0,0
Chico,6,4,1950-07-13,6,0,0,0
Juan Bautista Coronel,1,1,1946-01-26,1,0,1,0
Alejandrino Genés,5,4,1947-12-29,2,3,0,0
Delfín Benítez Cáceres,1,1,1946-01-26,0,1,0,0
Juan Bautista Villalba,9,7,1947-12-23,3,6,0,0
Norival Pereira Da Silva,1,1,1946-01-29,1,0,0,0
Santiago Salfate,1,1,1946-02-03,0,1,0,1
Raúl Schiaffino,1,1,1946-02-08,0,1,0,0
Albino Rodríguez,1,1,1946-02-08,1,0,0,0
Adalberto López,4,2,1947-07-17,3,1,0,0
Angel Segura,2,2,1947-07-17,1,1,0,0
Rodrigo Ruíz,1,1,1947-07-13,1,0,0,1
Carlos Septién,2,2,1949-09-04,1,1,0,0
José Minsal,1,1,1947-07-17,1,0,0,0
Antonio Villalón,2,1,1947-07-20,2,0,0,0
Ed Souza,1,1,1947-07-20,0,1,0,0
Ed Valentine,1,1,1947-07-20,0,1,0,0
Luis Gironella,1,1,1947-07-20,1,0,0,0
Antonio Mederos,1,1,1947-07-20,1,0,0,0
Santiago Veiga,2,2,1949-09-21,1,1,0,0
Benigno Gutiérrez,5,4,1949-05-06,3,2,0,0
Julio César Britos,3,3,1947-12-28,0,3,0,0
Alfredo Di Stéfano,13,9,1961-11-23,8,5,0,0
Raúl Sarro,2,2,1947-12-16,0,2,0,0
Héctor Magliano,4,3,1947-12-13,0,4,0,0
Félix Castillo,7,7,1956-02-09,1,6,0,0
Máximo Mosquera,6,6,1957-04-06,3,3,0,0
Leocadio Marín,6,4,1947-12-29,2,4,0,0
Carlos Varela,1,1,1947-12-09,1,0,0,0
Miguel Busquets,1,1,1947-12-09,1,0,0,0
Valeriano López,2,2,1947-12-11,0,2,0,0
Carlos Gómez Sánchez,5,3,1949-05-04,2,3,0,0
Jorge Peñaloza,1,1,1947-12-11,0,1,0,0
Pedro Hugo López,5,4,1949-04-20,1,4,0,1
Fernando Riera,4,4,1950-07-02,2,2,0,0
Washington Puente,4,3,1953-03-23,0,4,0,0
César Garnica,1,1,1947-12-16,1,0,0,0
Mario Fernández,1,1,1947-12-18,1,0,0,0
Enrique Ávalos,2,2,1949-05-08,0,2,0,0
Carlos Arango,5,5,1957-06-16,3,2,0,1
Luis Guzmán,3,2,1947-12-27,0,3,0,0
Juan Castillo,1,1,1947-12-27,0,1,0,0
Andrés Prieto,2,2,1950-07-02,2,0,0,0
Osvaldo Sáez,3,2,1947-12-31,2,1,0,0
Rafael Granados,1,1,1947-12-29,0,1,0,0
Duberty Aráoz,1,1,1947-12-31,0,1,1,0
Raimundo Infante,3,2,1949-05-08,2,1,0,1
Armando Tapia,1,1,1947-12-31,1,0,0,0
Arturo Tardío,1,1,1947-12-31,1,0,0,0
Octavio Sergio da Costa,1,1,1949-04-03,1,0,0,0
Simão,5,3,1949-04-24,5,0,0,0
Sigifredo Cuchuca,1,1,1949-04-03,0,1,0,0
Víctor Ugarte,9,8,1963-03-31,7,2,0,3
Manuel Salamanca,1,1,1949-04-06,0,1,0,0
Benedicto Godoy Véizaga,2,2,1949-05-06,2,0,0,0
César López Fretes,4,3,1950-06-29,2,2,0,0
Jorge Duilio Benitez,7,4,1949-05-08,0,7,0,0
Nininho,3,1,1949-04-10,3,0,0,0
Víctor Pedraza,3,2,1949-04-20,0,3,0,0
Manuel Drago,1,1,1949-04-10,0,1,0,0
Ramón Castro,4,3,1949-05-04,0,4,0,0
Nelson Moreno,1,1,1949-04-13,0,1,0,0
Víctor Artega,1,1,1949-04-13,1,0,0,0
José Vargas,2,2,1949-05-03,1,1,0,0
Dionisio Arce,7,4,1949-04-30,2,5,0,1
Roberto Drago,5,4,1956-02-01,0,5,0,0
Dagoberto Moll,2,2,1949-05-04,0,2,0,0
Víctor Celestino Algañaraz,1,1,1949-04-17,1,0,0,0
Ernesto Betancourt,1,1,1949-04-17,0,1,0,0
Millón Medeiros,1,1,1949-04-17,1,0,0,1
Orlando de Azevedo Viarina,2,2,1949-04-24,2,0,0,0
Carlos Rojas,1,1,1949-04-17,1,0,0,0
Juan Emilio Salinas,2,2,1949-04-24,0,2,0,0
Marcos Bermeo,1,1,1949-04-20,0,1,1,0
Jose Maria Garcia,2,1,1949-04-20,0,2,0,0
Gerardo Arce,1,1,1949-04-24,1,0,1,0
Augusto da Costa,1,1,1949-04-24,1,0,0,0
Carlos Sánchez,1,1,1949-04-25,1,0,1,0
Luz Gastelbondo,1,1,1949-04-25,0,1,0,0
Miguel Martínez,1,1,1949-04-25,1,0,0,0
Alfredo Pérez,1,1,1949-04-25,0,1,0,0
Juan Ayala,3,3,1949-05-08,1,2,0,0
Cornelio Heredia,2,2,1955-03-06,0,2,0,2
Ulises Ramos,1,1,1949-04-27,1,0,0,0
Pedro Fernández,1,1,1949-04-30,0,1,0,0
Danilo Alvim,1,1,1949-04-30,1,0,0,0
Alfredo Mosquera,3,2,1949-05-04,1,2,0,0
Enrique Cantos,3,3,1957-03-24,0,3,0,0
Nelson Pérez,1,1,1949-05-03,1,0,0,0
Guido Andrade,1,1,1949-05-03,0,1,0,0
Rafael Maldonado,1,1,1949-05-03,0,1,0,0
Nemesio Rojas,1,1,1949-05-06,1,0,0,0
Davy Walsh,2,2,1953-10-04,1,1,0,0
Sune Andersson,3,3,1950-07-09,1,2,0,2
Hasse Jeppson,3,2,1950-06-25,1,2,0,0
Nils Liedholm,3,3,1958-06-29,3,0,0,1
Camille Wagner,1,1,1949-06-26,0,1,0,0
René Maillard,2,2,1949-09-18,1,1,0,0
Jacques Fatton,6,4,1954-06-23,3,3,0,0
Robert Ballaman,8,6,1961-05-20,8,0,0,0
Kiki Antenen,1,1,1949-06-26,1,0,0,0
Michel Reuter,1,1,1949-06-26,0,1,0,0
Milutin Pajević,3,1,1949-08-21,3,0,0,0
Božidar Senčar,1,1,1949-08-21,1,0,0,0
Željko Čajkovski,6,5,1950-06-28,2,4,0,0
Stjepan Bobek,4,4,1950-06-28,1,3,0,1
Antonio Flores,2,2,1949-09-25,2,0,0,0
Luis Luna,2,2,1949-09-11,2,0,0,0
Luis de la Fuente,4,2,1949-09-18,4,0,0,0
Johnny Gavin,2,2,1956-10-03,2,0,0,1
Con Martin,3,2,1949-11-13,3,0,0,2
Horacio Casarín,5,3,1950-07-02,5,0,0,0
Frank Wallace,3,3,1950-07-02,1,2,0,0
José Gómez,1,1,1949-09-14,1,0,0,0
Marko Valok,2,1,1949-09-18,0,2,0,0
Zlatko Čajkovski,1,1,1949-09-18,0,1,0,0
Yehoshua Glazer,7,4,1961-03-19,5,2,0,0
Armand Muller,1,1,1949-09-18,1,0,0,0
Jim Kremer,1,1,1949-09-18,1,0,0,0
Hans-Peter Friedländer,1,1,1949-09-18,0,1,0,0
Héctor Ortiz,2,2,1950-06-28,2,0,0,1
John Souza,2,2,1949-09-21,1,1,0,0
Mario Ochoa,1,1,1949-09-18,1,0,0,0
Ben Wattman,1,1,1949-09-18,0,1,0,0
Walter Bahr,1,1,1949-09-21,1,0,0,0
Pete Matevich,2,1,1949-09-21,2,0,0,0
Jacinto Barquín,1,1,1949-09-21,0,1,0,0
José Naranjo,3,2,1954-01-10,3,0,0,0
Henry Morris,3,1,1949-10-01,0,3,0,0
William Waddell,2,1,1949-10-01,0,2,0,1
Billy Steel,1,1,1949-10-01,0,1,0,0
Lawrence Reilly,2,2,1953-11-04,1,1,0,0
Samuel Smyth,3,2,1949-11-16,2,1,0,0
Jimmy Mason,1,1,1949-10-01,0,1,0,0
Peter Farrell,1,1,1949-10-09,0,1,0,0
Jorma Vaihela,2,2,1953-09-23,1,1,0,0
Henri Baillot,2,2,1949-10-30,1,1,0,0
Stan Mortensen,4,3,1950-06-25,2,2,0,0
Jackie Milburn,3,1,1949-10-15,0,3,0,0
Mal Griffiths,1,1,1949-10-15,1,0,0,0
John McPhail,1,1,1949-11-09,1,0,0,0
Alexander Linwood,1,1,1949-11-09,1,0,0,0
Karl-Erik Palmér,6,4,1950-07-16,1,5,0,0
Jack Rowley,4,1,1949-11-16,4,0,0,0
Jack Froggatt,1,1,1949-11-16,1,0,0,0
Stan Pearson,2,1,1949-11-16,2,0,0,0
Bobby Brennan,1,1,1949-11-16,0,1,0,0
Fahreddin Cansever,3,1,1949-11-20,3,0,0,0
Bülent Eken,1,1,1949-11-20,1,0,0,0
Lefter Küçükandonyadis,5,4,1959-04-26,3,2,0,1
Erol Keskin,2,2,1954-06-20,1,1,0,0
Gündüz Kılıç,1,1,1949-11-20,1,0,0,0
Prvoslav Mihajlović,2,1,1949-12-11,0,2,0,1
Marius Walter,1,1,1949-12-11,1,0,0,0
Jean Luciano,1,1,1949-12-11,1,0,0,0
Telmo Zarra,7,6,1950-07-16,4,3,0,0
Estanislau Basora,7,5,1957-05-26,6,1,0,0
José Luis Panizo,1,1,1950-04-02,1,0,0,0
Fernando Cabrita,1,1,1950-04-02,0,1,0,0
Luis Molowny,1,1,1950-04-02,1,0,0,0
José Travassos,1,1,1950-04-09,1,0,0,0
Jesus Correia,1,1,1950-04-09,1,0,0,0
Agustín Gaínza,2,2,1954-01-06,1,1,0,0
Roy Bentley,1,1,1950-04-15,0,1,0,0
Baltazar,11,9,1954-06-16,8,3,0,0
Wilf Mannion,1,1,1950-06-25,0,1,0,0
Riccardo Carapellese,2,2,1950-07-02,2,0,0,0
Ermes Muccinelli,2,2,1953-11-13,1,1,0,0
Gino Pariani,1,1,1950-06-25,0,1,0,0
Silvestre Igoa,2,2,1950-07-13,1,1,0,0
Rajko Mitić,1,1,1950-06-25,0,1,0,0
Kosta Tomašević,2,2,1950-06-28,0,2,0,0
Tihomir Ognjanov,1,1,1950-06-25,0,1,0,0
Alfredo dos Santos,1,1,1950-06-28,1,0,0,0
Joe Gaetjens,1,1,1950-06-29,0,1,0,0
Stig Sundqvist,3,3,1950-07-16,1,2,0,0
Atilio López,4,4,1953-04-01,2,2,0,0
Thomaz Soares da Silva,2,2,1950-07-13,2,0,0,0
Óscar Míguez,15,11,1957-06-30,4,11,0,2
Ernesto Vidal,1,1,1950-07-02,0,1,0,0
Juan Alberto Schiaffino,5,4,1954-06-26,0,5,0,0
Julio Pérez,2,2,1955-03-23,0,2,0,0
Alcides Ghiggia,4,4,1950-07-16,0,4,0,0
George Robledo,4,3,1955-03-06,4,0,0,0
Joe Maca,1,1,1950-07-02,0,1,0,1
Egisto Pandolfini,3,3,1954-06-20,2,1,0,1
René Bader,1,1,1950-07-02,0,1,0,0
Charles Antenen,6,4,1961-11-12,2,4,0,0
Maneca,1,1,1950-07-09,1,0,0,0
Friaça,1,1,1950-07-16,1,0,0,0
Bror Mellberg,1,1,1950-07-16,0,1,0,0
Carlos Romero,3,3,1953-03-28,0,3,0,0
Rubén Fernández,4,3,1953-04-01,0,4,0,0
Ángel Berni,4,4,1953-03-16,1,3,0,0
Óscar Gómez Sánchez,10,8,1959-04-02,3,7,0,0
Júlio Botelho,8,4,1954-06-27,4,4,0,0
Francisco Rodrigues,2,1,1953-03-01,0,2,0,0
Pinga,4,2,1954-06-16,2,2,0,0
Francisco Molina,7,3,1953-03-23,5,2,0,0
Walter Morel,3,3,1955-03-30,0,3,0,0
Osvaldo Balseiro,4,3,1953-03-23,0,4,0,0
Eduardo Guzmán,1,1,1953-03-08,0,1,0,0
Ricardo Alcón,4,4,1959-03-21,3,1,0,0
Alberto Terry,8,7,1957-04-13,7,1,0,1
Ipojucan Lins de Araújo,1,1,1953-03-15,1,0,0,0
Juan Angel Romero,1,1,1953-03-16,0,1,0,0
Ramón Santos,2,2,1953-03-28,2,0,0,0
Luis Navarrete,1,1,1953-03-19,1,0,0,0
Omar Méndez,1,1,1953-03-23,0,1,0,0
Donald Peláez,3,2,1953-03-28,0,3,0,0
Nílton Santos,2,2,1958-06-08,1,1,0,0
Pablo León,1,1,1953-03-27,0,1,0,0
René Meléndez,5,4,1956-01-24,3,2,0,0
Guillermo Díaz Carmona,1,1,1953-03-28,0,1,0,0
Manuel Gavilán,1,1,1953-04-01,0,1,0,0
Frane Matošić,1,1,1953-05-09,1,0,0,0
Henri Coppens,7,4,1957-06-05,4,3,0,1
Léopold Anoul,5,4,1954-06-20,3,2,0,0
Kalevi Lehtovirta,3,2,1953-08-05,3,0,0,0
Bengt Berndtsson,1,1,1953-05-28,1,0,0,0
Arne Selmosson,1,1,1953-05-28,1,0,0,0
Jean-Louis Straetmans,1,1,1953-05-28,0,1,0,0
Victor Lemberechts,1,1,1953-05-28,0,1,0,0
Emil Pažický,1,1,1953-06-14,1,0,0,0
František Vlk,3,2,1953-09-06,1,2,0,0
Gunnar Thoresen,1,1,1953-06-24,1,0,0,0
Knut Dahlen,1,1,1953-06-24,1,0,0,0
Herbert Binkert,1,1,1953-06-24,0,1,0,0
Werner Otto,1,1,1953-06-24,0,1,0,0
Gerhard Siedl,1,1,1953-06-24,0,1,0,0
József Pecsovszky,2,1,1953-06-28,2,0,0,0
Dobromir Tashkov,1,1,1953-06-28,0,1,0,0
Alexandru Ene,3,3,1957-09-29,2,1,0,0
Tomás Balcázar,6,4,1954-06-19,4,2,0,0
Gregorio Gómez,1,1,1953-07-19,1,0,0,0
Nicolás Tellez,1,1,1953-07-19,1,0,0,0
Pedro Arnauda,3,1,1953-07-19,3,0,0,0
Nils-Åke Sandell,4,2,1953-08-16,2,2,0,0
Hans Persson,1,1,1953-08-05,0,1,0,0
Olavi Lahtinen,3,3,1957-07-27,1,2,0,0
Nils Rikberg,1,1,1953-08-05,1,0,0,0
Gösta Sandberg,1,1,1953-08-16,1,0,0,0
Herbert Sandin,1,1,1953-08-16,1,0,0,0
Harald Hennum,3,3,1957-06-12,3,0,0,0
Fritz Walter,5,4,1954-06-30,2,3,0,2
Stefan Bozhkov,1,1,1953-09-06,1,0,0,1
Roger Piantoni,8,7,1961-09-28,6,2,0,0
Antoine Kohn,1,1,1953-09-20,1,0,0,0
Raymond Kopa,7,7,1960-03-27,5,2,0,3
Raymond Cicci,1,1,1953-09-20,0,1,0,0
Léon Glovacki,2,2,1953-10-04,0,2,0,0
Édouard Kargu,1,1,1953-09-20,0,1,0,0
Pierre Flamion,2,2,1953-10-04,0,2,0,0
Mathieu Bollen,2,1,1953-09-23,2,0,0,0
Ernst Ocwirk,3,3,1954-07-03,2,1,0,0
Erich Probst,12,6,1960-03-27,11,1,0,0
José Águas,3,3,1961-05-21,2,1,0,0
Ernst Happel,1,1,1953-09-27,1,0,0,1
Theodor Wagner,6,3,1956-09-30,3,3,0,0
Robert Dienst,2,2,1957-09-29,1,1,0,0
Charlie Fleming,2,1,1953-10-03,0,2,0,0
Norman Lockhart,1,1,1953-10-03,1,0,0,1
Jackie Henderson,1,1,1953-10-03,0,1,0,0
Armand Penverne,1,1,1953-10-04,0,1,0,0
Joseph Ujlaki,5,3,1960-09-25,0,5,0,0
Reg Ryan,2,2,1953-10-28,2,0,0,2
Frank O'Farrell,1,1,1953-10-04,1,0,0,0
Victor Mees,3,2,1957-06-05,3,0,0,0
Ivor Allchurch,10,9,1965-10-27,5,5,0,0
Dennis Wilshaw,3,2,1954-06-20,0,3,0,0
Nat Lofthouse,6,4,1954-06-26,2,4,0,0
Gavril Serfözö,1,1,1953-10-11,0,1,0,0
Ivan Kolev,4,4,1965-11-21,1,3,0,1
Valeriu Călinoiu,1,1,1953-10-11,0,1,0,0
Max Morlock,12,7,1954-07-04,9,3,0,0
Horst Schade,1,1,1953-10-11,1,0,0,0
František Šafránek,1,1,1953-10-25,0,1,0,1
Arthur Fitzsimons,2,1,1953-10-28,2,0,0,0
Tommy Eglington,1,1,1953-10-28,1,0,0,0
Thanasis Bembis,1,1,1953-11-01,1,0,0,0
Allan Brown,2,2,1954-04-03,2,0,0,0
Bobby Johnstone,1,1,1953-11-04,1,0,0,0
John Charles,4,3,1958-06-08,1,3,0,0
Miloš Milutinović,4,3,1957-11-17,3,1,0,0
Harold Hassall,2,1,1953-11-11,2,0,0,0
Eddie McMorran,1,1,1953-11-11,0,1,0,0
Ad-Diba,6,3,1957-02-16,5,1,0,0
Amleto Frignani,3,3,1954-06-20,1,2,0,0
Hans Nordahl,1,1,1953-11-22,0,1,0,0
Ottmar Walter,5,4,1954-06-30,3,2,0,0
Helmut Rahn,11,9,1958-06-28,7,4,0,0
Jean Desgranges,2,1,1953-12-17,2,0,0,0
Jean Vincent,12,8,1960-07-06,12,0,0,0
Just Fontaine,21,9,1959-12-13,20,1,0,0
Jacques Foix,1,1,1953-12-17,1,0,0,0
Rafael Ávalos,1,1,1953-12-27,0,1,0,0
José Luis Lamadrid,5,4,1954-06-19,2,3,0,0
Venancio García,1,1,1954-01-06,1,0,0,0
Recep Adanır,1,1,1954-01-06,0,1,0,0
Miguel González,2,2,1957-03-10,2,0,0,0
Rafael Alsua,1,1,1954-01-06,1,0,0,0
William Scheppel,1,1,1954-01-10,1,0,1,0
Bill Looby,4,3,1954-04-04,0,4,0,0
Alfredo Torres,2,1,1954-01-14,2,0,0,0
Alaa El-Hamouly,1,1,1954-01-24,0,1,0,0
Giampiero Boniperti,3,2,1954-06-17,2,1,0,0
Eduardo Ricagni,1,1,1954-01-24,1,0,0,0
Manuel Lugo,3,2,1954-02-21,1,2,0,0
José Parodi,4,4,1958-06-15,3,1,0,0
Ireneo Hermosilla,1,1,1954-02-14,1,0,0,0
Silvio Parodi,6,5,1959-12-22,2,4,0,0
Ted Robledo,1,1,1954-02-21,1,0,0,0
Ken Naganuma,1,1,1954-03-07,1,0,0,0
Chung Nam-sik,2,2,1954-03-14,0,2,0,0
Choi Kwang-suk,2,2,1954-03-14,0,2,0,0
Sung Nak-woon,3,3,1956-09-15,1,2,0,0
Choi Chung-min,5,3,1960-10-14,3,2,0,0
George Cummins,2,2,1957-10-02,0,2,0,0
Dimitris Kokkinakis,1,1,1954-03-08,0,1,0,0
Georgios Kamaras,1,1,1954-03-08,0,1,0,0
Toshio Iwatani,2,1,1954-03-14,2,0,0,0
Burhan Sargın,5,3,1954-06-20,2,3,0,0
José Artetxe,1,1,1954-03-17,0,1,0,0
Suat Mamat,4,3,1954-06-20,1,3,0,0
Adrián Escudero,1,1,1954-03-17,0,1,0,0
Eulogio Martínez,2,2,1955-03-02,0,2,0,0
Maurinho,2,2,1956-01-24,2,0,0,0
Branko Zebec,2,2,1954-06-19,0,2,0,0
Todor Veselinović,4,3,1958-06-15,0,4,0,0
Herbert Martin,1,1,1954-03-28,1,0,0,1
Hans Schäfer,8,7,1958-06-28,3,5,0,0
Peter McParland,7,4,1958-06-17,0,7,0,0
Cornelius Casey,1,1,1954-04-03,0,1,0,0
Efrain Chacurian,1,1,1954-04-03,0,1,0,0
Gerard Ellie,2,1,1954-04-03,2,0,0,1
Ivor Broadis,3,2,1954-06-17,0,3,0,0
Johnny Nicholls,1,1,1954-04-03,0,1,0,0
Ronnie Allen,1,1,1954-04-03,0,1,0,0
Jimmy Mullen,2,2,1954-06-20,0,2,0,0
Willie Ormond,1,1,1954-04-03,1,0,0,0
Ruben Mendoza,2,2,1957-07-06,1,1,0,0
Didi,14,11,1959-03-21,12,2,0,1
Julinho,1,1,1954-06-16,1,0,0,0
Jimmy Dickinson,1,1,1954-06-17,1,0,1,0
Bernhard Klodt,1,1,1954-06-17,1,0,0,0
Ferenc Puskás,4,3,1954-07-04,2,2,0,0
Mihály Lantos,2,2,1954-06-27,1,1,0,1
Sándor Kocsis,11,4,1954-06-30,5,6,0,0
Zoltán Czibor,3,3,1954-07-04,2,1,0,0
Péter Palotás,2,1,1954-06-17,2,0,0,0
Josef Hügi,8,4,1957-03-10,6,2,0,0
Ernst Stojaspal,3,2,1954-07-03,3,0,0,1
Raúl Cárdenas,2,2,1961-04-12,2,0,1,0
Carlos Borges,8,5,1959-03-08,1,7,0,0
Julio Abbadie,5,3,1955-03-23,0,5,0,0
Carlo Galli,1,1,1954-06-20,0,1,0,0
Benito Lorenzi,1,1,1954-06-20,0,1,0,0
Alfred Pfaff,1,1,1954-06-20,1,0,0,0
Nándor Hidegkuti,6,4,1957-09-15,1,5,0,0
József Tóth,2,2,1982-06-15,1,1,0,0
Richard Herrmann,1,1,1954-06-20,1,0,0,0
Mustafa Ertan,1,1,1954-06-23,0,1,0,0
Fulvio Nesti,1,1,1954-06-23,0,1,0,0
Tom Finney,2,2,1958-06-08,2,0,0,1
Javier Ambrois,12,6,1957-06-16,1,11,0,1
Alfred Körner,3,2,1958-06-15,1,2,0,0
Djalma Santos,1,1,1954-06-27,1,0,0,1
Ivica Horvat,1,1,1954-06-27,1,0,1,0
Juan Hohberg,3,2,1954-07-03,0,3,0,0
Luis Cruz,1,1,1954-07-03,1,0,1,0
Enrique Hormazábal,10,7,1956-02-12,8,2,0,0
Guillermo Díaz,3,2,1957-09-22,3,0,0,0
Washington Villacreses,1,1,1955-02-27,0,1,0,0
Rodolfo Micheli,8,4,1955-03-30,7,1,0,1
Máximo Rolón,7,6,1956-02-05,3,4,0,1
José Borello,3,3,1955-03-27,3,0,0,0
Salvador Villalba,1,1,1955-03-02,0,1,0,0
Manuel Muñoz,5,4,1956-02-09,5,0,0,0
Guillermo Barbadillo,1,1,1955-03-06,0,1,0,0
Jaime Ramírez,9,8,1962-06-02,7,2,0,1
Ricardo Bonelli,1,1,1955-03-09,1,0,0,0
Ernesto Grillo,2,2,1955-03-16,2,0,0,0
Américo Galván,3,2,1955-03-23,0,3,0,0
Honorato Gonzabay,2,1,1955-03-13,0,2,2,0
Isidro Matute,3,2,1955-03-23,3,0,0,0
Carlos Cecconato,2,2,1956-02-01,2,0,0,0
Roberto Castillo,1,1,1955-03-30,1,0,0,0
Guillermo Escalada,8,7,1961-07-30,4,4,0,0
José Walter Roque,2,2,1957-04-01,1,1,0,0
Antonio Gómez,1,1,1956-01-21,0,1,0,0
Omar Sívori,4,4,1957-04-06,3,1,0,0
Federico Vairo,1,1,1956-01-22,1,0,0,0
Leonel Sánchez,11,10,1965-10-12,9,2,0,3
Alvaro José Rodrigues Valente,1,1,1956-02-01,1,0,0,0
Moysés Ferreira Alves,1,1,1956-02-01,1,0,0,0
Luís Trochillo,1,1,1956-02-05,0,1,0,0
Isaac Andrade,1,1,1956-02-05,0,1,0,0
José Fernández,4,3,1957-03-28,1,3,0,0
Au Chi Yin,2,1,1956-09-01,2,0,0,0
Nahum Stelmach,9,7,1961-10-15,8,1,0,0
Tang Yee Kit,1,1,1956-09-06,1,0,0,0
Ko Po Keung,2,2,1956-09-09,2,0,0,0
Kim Ji-sung,1,1,1956-09-06,0,1,0,0
Choi Kwang-seok,1,1,1956-09-06,0,1,0,0
Woo Sang-kwon,5,4,1960-10-17,4,1,0,1
Trần Văn Tổng,2,2,1956-09-12,0,2,0,0
Chu Wing Wah,1,1,1956-09-09,1,0,0,1
Lê Hữu Đức,3,2,1956-09-15,0,3,0,0
Trải Văn Đào,1,1,1956-09-15,0,1,0,0
