playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Zdeněk Ondrášek,2,2,2020-11-18,2,0,0,0
Armin Hodžić,3,2,2019-11-18,1,2,0,0
Alexandru Mitriță,3,3,2021-10-11,2,1,0,0
Yanik Frick,3,3,2021-03-31,2,1,0,0
Marcus Danielson,3,2,2020-11-14,1,2,1,0
Mihály Korhut,1,1,2019-10-13,1,0,0,0
Przemysław Frankowski,2,2,2024-03-21,2,0,0,0
Lawrence Shankland,2,2,2023-11-16,1,1,0,0
Stuart Findlay,1,1,2019-10-13,1,0,0,0
Stefan Posch,1,1,2019-10-13,0,1,0,0
Arnór Sigurðsson,2,2,2022-06-02,1,1,0,0
Donatas Kazlauskas,2,2,2020-09-07,1,1,0,0
Keidi Bare,2,2,2020-09-04,0,2,0,0
Lorenc Trashi,1,1,2019-10-14,0,1,0,0
Rey Manaj,6,6,2021-09-08,4,2,0,1
Mohammed Al-Hardan,1,1,2019-10-15,1,0,0,1
Ibrahim Bayesh,1,1,2019-10-15,0,1,0,0
Amjad Attwan,1,1,2019-10-15,0,1,0,0
Giorgi Kharaishvili,1,1,2019-10-15,0,1,0,0
Giorgi Kvilitaia,1,1,2019-10-15,0,1,0,0
Vangelis Pavlidis,3,3,2022-06-09,3,0,0,0
Adnan Kovačević,1,1,2019-10-15,1,0,1,0
Saad Uddin,1,1,2019-10-15,0,1,0,0
Adil Khan,1,1,2019-10-15,1,0,0,0
Đỗ Duy Mạnh,1,1,2019-10-15,0,1,0,0
Nguyễn Tiến Linh,8,8,2022-02-01,3,5,0,0
Irfan Bachdim,1,1,2019-10-15,1,0,0,0
Feras Shelbaieh,1,1,2019-10-15,1,0,0,1
Ahmad Ersan,2,2,2019-11-19,2,0,0,0
Alessio Romagnoli,2,2,2019-11-18,1,1,0,0
Alexander Sørloth,13,11,2023-10-12,5,8,0,0
Edimilson Fernandes,1,1,2019-10-15,1,0,0,0
Adam Taggart,3,2,2019-11-14,0,3,0,0
Chen Yi-wei,1,1,2019-10-15,1,0,0,0
Ekanit Panya,1,1,2019-10-15,1,0,0,0
Zelfy Nazary,1,1,2019-11-14,1,0,0,0
Seiminlen Doungel,1,1,2019-11-14,0,1,0,0
Alex Král,1,1,2019-11-14,1,0,0,0
Ondřej Čelůstka,1,1,2019-11-14,1,0,0,0
Aleksandar Šofranac,1,1,2019-11-14,1,0,1,0
Tammy Abraham,3,3,2021-11-15,1,2,0,0
Vadim Rață,2,2,2023-09-10,0,2,0,0
Mobarak Al-Faneeni,1,1,2019-11-14,1,0,0,0
Shabib Al-Khaldi,1,1,2019-11-14,1,0,0,0
Chen Wei-chuan,1,1,2019-11-14,1,0,1,0
Faisal Ajab Al-Azemi,1,1,2019-11-14,1,0,0,0
Brendan Gan,1,1,2019-11-14,1,0,0,0
Naiz Hassan,1,1,2019-11-14,1,0,0,0
Farkhod Vosiyev,1,1,2019-11-14,0,1,0,0
Maung Maung Lwin,1,1,2019-11-14,1,0,0,0
Mohsin Al-Khaldi,2,2,2021-10-12,2,0,0,0
Arshad Al-Alawi,2,2,2022-03-29,2,0,0,0
Biplu Ahmed,1,1,2019-11-14,0,1,0,0
Amran Al-Hidi,1,1,2019-11-14,1,0,0,0
Pizzi,1,1,2019-11-14,1,0,0,0
Gonçalo Paciência,1,1,2019-11-14,1,0,0,0
Mihail Titow,1,1,2019-11-14,1,0,0,0
Han Kwang-song,1,1,2019-11-14,0,1,0,0
Dimitrios Limnios,3,3,2022-06-09,1,2,0,0
Francesco Acerbi,1,1,2019-11-15,0,1,0,0
Jasse Tuominen,1,1,2019-11-15,1,0,0,0
Tore Reginiussen,1,1,2019-11-15,1,0,0,0
Iver Fossum,1,1,2019-11-15,1,0,0,0
Pau Torres,1,1,2019-11-15,1,0,0,0
Pablo Sarabia,7,7,2022-06-12,4,3,0,1
Dani Olmo,9,9,2024-07-09,6,3,0,0
Gerard Moreno,5,4,2021-03-31,4,1,0,0
Cedric Itten,5,4,2023-09-12,3,2,0,0
Stefan Lainer,2,2,2021-06-13,2,0,0,0
Vlatko Stojanovski,2,2,2020-11-15,1,1,0,0
Ryan Christie,5,5,2022-09-24,2,3,0,3
Matthias Ginter,2,2,2020-10-10,1,1,0,0
Georgi Dzhikiya,2,2,2021-10-11,1,1,0,0
Filippo Berardi,2,2,2023-11-20,2,0,0,1
Corentin Tolisso,1,1,2019-11-17,0,1,0,0
Enes Ünal,2,1,2019-11-17,0,2,0,1
Harry Winks,1,1,2019-11-17,0,1,0,0
Mason Mount,5,5,2022-09-26,3,2,0,0
Bruno Fernandes,14,11,2024-06-22,9,5,0,1
Nicolae Milinceanu,2,2,2021-09-07,1,1,0,0
Ruben Vargas,6,6,2024-06-29,4,2,0,0
Christian Fassnacht,2,2,2021-10-09,1,1,0,0
Reece Styche,3,3,2021-09-07,1,2,0,1
Loris Benito,1,1,2019-11-18,0,1,0,0
Konstantinos Galanopoulos,1,1,2019-11-18,1,0,0,0
Nicolò Zaniolo,2,1,2019-11-18,2,0,0,0
Riccardo Orsolini,1,1,2019-11-18,1,0,0,0
Edgar Babayan,1,1,2019-11-18,0,1,0,0
Federico Chiesa,7,6,2023-11-17,6,1,0,0
Eldar Ćivić,1,1,2019-11-18,0,1,0,0
Paul Fenech,1,1,2019-11-18,1,0,0,0
Matt Doherty,2,2,2023-10-16,1,1,0,0
Fabián Ruiz,3,3,2024-06-30,3,0,0,0
Adrian Rus,1,1,2019-11-18,1,0,1,0
Sebastian Andersson,1,1,2019-11-18,1,0,0,0
Mattias Svanberg,1,1,2019-11-18,1,0,0,0
John Guidetti,1,1,2019-11-18,1,0,0,0
Kypros Christoforou,1,1,2019-11-19,1,0,1,0
Michael Smith,1,1,2019-11-19,0,1,0,0
James Ha,1,1,2019-11-19,1,0,0,0
Roberto Orlando Affonso Júnior,1,1,2019-11-19,1,0,0,0
Salem Al-Ajalin,1,1,2019-11-19,1,0,0,0
Jahongir Ergashev,1,1,2019-11-19,0,1,0,0
Tamirlan Kozubaev,1,1,2019-11-19,1,0,0,0
Mārcis Ošs,1,1,2019-11-19,1,0,0,0
Ali Samooh,1,1,2019-11-19,1,0,0,0
John Matkin,1,1,2019-11-19,0,1,0,0
Hlaing Bo Bo,2,2,2021-06-11,2,0,0,0
Nathan Aké,3,2,2023-03-27,3,0,0,0
Myron Boadu,1,1,2019-11-19,1,0,0,0
Sebastian Szymański,3,3,2024-03-21,2,1,0,0
Jacek Góralski,1,1,2019-11-19,1,0,0,0
Daler Kuzyayev,2,2,2020-11-15,0,2,0,0
Sergei Petrov,1,1,2019-11-19,0,1,0,0
Aleksei Miranchuk,2,2,2021-06-16,1,1,0,0
Nikolay Komlichenko,1,1,2019-11-19,0,1,0,0
Ward Al Salama,1,1,2019-11-19,1,0,0,0
Abdy Bäşimow,1,1,2019-11-19,1,0,0,0
Hafiz Nor,1,1,2019-11-19,0,1,0,0
Nasser Al-Gahwashi,1,1,2019-11-19,1,0,0,0
Jurgen Degabriele,3,3,2021-10-11,1,2,0,0
Andreas Olsen,1,1,2020-09-03,1,0,0,0
Brandur Hendriksson,1,1,2020-09-03,1,0,0,0
José Gayà,2,2,2021-09-05,1,1,0,0
Ion Nicolaescu,13,12,2023-10-15,8,5,0,4
Vyacheslav Karavayev,1,1,2020-09-03,1,0,0,0
Steven Bergwijn,5,5,2023-06-18,3,2,0,0
Erling Haaland,23,14,2023-10-12,14,9,0,5
Gavin Whyte,2,2,2022-09-24,1,1,0,0
Vladimír Coufal,1,1,2020-09-04,0,1,0,0
Ivan Schranz,6,6,2024-06-30,3,3,0,0
Anton Kryvotsyuk,2,2,2023-06-17,1,1,1,0
Jason Denayer,1,1,2020-09-05,0,1,0,0
Graeme Torrilla,2,2,2022-06-12,2,0,1,0
Diogo Jota,12,9,2023-09-11,6,6,0,0
João Félix,6,6,2023-10-16,3,3,0,0
Dimitris Siovas,1,1,2020-09-06,0,1,0,0
Bernard Berisha,1,1,2020-09-06,1,0,0,0
Matthew Guillaumier,3,3,2022-06-05,1,2,1,0
Damjan Bohar,1,1,2020-09-06,1,0,0,0
Ansu Fati,1,1,2020-09-06,1,0,0,0
Ferran Torres,18,13,2024-06-24,12,6,0,1
Silvan Widmer,3,3,2023-03-28,2,1,0,0
Neco Williams,4,4,2024-03-21,4,0,0,0
Denis Alibec,4,4,2023-11-21,2,2,0,0
Christoph Baumgartner,10,9,2024-06-21,6,4,0,0
Dragoș Grigore,1,1,2020-09-07,0,1,0,0
Karim Onisiwo,1,1,2020-09-07,1,0,0,0
Haris Hajradinović,1,1,2020-09-07,1,0,0,1
Jakub Pešek,3,3,2022-06-05,3,0,0,0
Lyndon Dykes,9,8,2023-06-17,5,4,0,1
Michal Ďuriš,2,2,2020-11-12,0,2,0,0
Ilay Elmkies,1,1,2020-09-07,1,0,0,0
Abat Aymbetov,8,7,2023-11-17,6,2,0,1
Vitaly Lisakovich,5,4,2021-09-05,3,2,0,3
Wbeimar Angulo Mosquera,1,1,2020-09-08,1,0,0,0
Hólmbert Friðjónsson,1,1,2020-09-08,0,1,0,0
Jérémy Doku,2,2,2021-03-30,2,0,0,0
Dominik Livaković,1,1,2020-09-08,1,0,1,0
Josip Brekalo,2,2,2021-03-30,1,1,0,0
Dayot Upamecano,2,2,2023-03-24,2,0,0,0
Zsolt Kalmár,2,2,2020-11-15,1,1,0,0
Georgi Yomov,1,1,2020-10-08,1,0,0,0
Florent Hadergjonaj,1,1,2020-10-08,0,1,0,0
Sergej Milinković-Savić,6,5,2022-11-28,1,5,0,0
Mathias Normann,1,1,2020-10-08,1,0,0,0
Maxi Gómez,1,1,2020-10-08,1,0,0,0
José María Carrasco,1,1,2020-10-09,1,0,1,0
Luis Muriel,3,2,2021-06-08,3,0,0,1
Odmar Færø,2,2,2023-06-20,2,0,0,0
Igor Ivanović,2,2,2020-10-13,2,0,0,0
Khoren Bayramyan,2,2,2021-03-28,2,0,0,0
Märten Kuusk,1,1,2020-10-11,0,1,1,0
Rauno Sappinen,9,8,2023-06-17,5,4,0,1
Frank Liivak,1,1,2020-10-11,1,0,0,1
Gjoko Zajkov,1,1,2020-10-11,0,1,0,0
Robert Taylor,2,2,2023-10-17,2,0,0,0
Tasos Bakasetas,11,11,2023-11-21,5,6,0,4
Rúnar Már Sigurjónsson,2,2,2021-03-31,0,2,1,1
Joel Abu Hanna,1,1,2020-10-11,0,1,1,0
Haris Vučkić,4,2,2020-10-14,0,4,0,2
Alyaksandr Sachywka,1,1,2020-10-11,0,1,0,0
Kenan Karaman,4,4,2021-09-04,2,2,0,0
Norbert Könyves,1,1,2020-10-11,0,1,0,0
Joaquín Correa,2,2,2021-09-02,0,2,0,0
Jefferson Lerma,3,3,2024-07-10,1,2,0,0
Moisés Caicedo,3,3,2022-11-29,2,1,0,0
Michael Estrada,6,5,2022-02-01,5,1,0,0
Gonzalo Plata,4,4,2021-06-20,3,1,0,0
Kai Havertz,12,10,2024-06-29,6,6,0,2
Edvin Muratović,1,1,2020-10-13,0,1,0,0
Gastón Giménez,1,1,2020-10-13,0,1,0,0
Yevgeniy Yablonskiy,2,2,2020-11-15,2,0,0,0
Roman Yuzepchuk,1,1,2020-10-14,1,0,0,0
Jonny Williams,2,2,2022-06-01,0,2,0,0
Donny van de Beek,2,2,2021-03-30,0,2,0,0
Sandi Lovrić,4,4,2023-09-10,2,2,0,1
Khvicha Kvaratskhelia,15,13,2024-06-26,9,6,0,2
Karol Linetty,4,4,2021-09-05,3,1,0,0
Nicolás González,3,3,2022-03-25,2,1,0,0
Beder Caicedo,1,1,2020-11-12,0,1,0,0
Carlos Gruezo,1,1,2020-11-12,0,1,0,1
Loïc Négo,2,2,2021-03-31,1,1,0,0
Milan Škriniar,5,5,2021-10-08,4,1,2,0
Darwin Núñez,3,3,2024-06-27,2,1,0,0
Gunnar Vatnhamar,1,1,2020-11-14,0,1,0,0
Emili García,1,1,2020-11-14,1,0,1,0
Shaun Dimech,1,1,2020-11-14,1,0,0,0
N'Golo Kanté,1,1,2020-11-14,0,1,0,0
Dejan Kulusevski,3,3,2023-09-09,1,2,0,0
Ardian Ismajli,1,1,2020-11-15,1,0,0,0
Aybol Abiken,1,1,2020-11-15,0,1,0,0
Adrian Grbić,2,2,2020-11-18,2,0,0,0
Max Ebong,5,5,2023-10-15,3,2,0,0
Dimitar Iliev,1,1,2020-11-15,1,0,0,1
Domenico Berardi,6,5,2023-10-14,5,1,0,1
Smail Prevljak,5,4,2022-06-07,1,4,0,0
Jasmin Kurtić,1,1,2020-11-15,1,0,0,0
Antonijs Černomordijs,1,1,2020-11-17,0,1,0,0
Vladislavs Gutkovskis,9,6,2022-09-25,2,7,0,2
Raimonds Krollis,3,3,2022-11-16,1,2,0,1
Mateo Kovačić,4,2,2023-03-28,2,2,0,0
Rúben Dias,3,2,2021-06-19,1,2,1,0
Robert Arboleda,1,1,2020-11-17,1,0,0,0
Xavier Arreaga,1,1,2020-11-17,1,0,0,0
Pervis Estupiñán,2,2,2021-11-16,1,1,0,0
Noah Frommelt,2,2,2021-03-25,1,1,2,0
Noah Frick,2,2,2021-09-08,0,2,0,0
Ári Jónsson,1,1,2020-11-17,0,1,0,0
Aleksandar Boljević,2,1,2020-11-17,2,0,0,0
Boris Céspedes,1,1,2020-11-17,0,1,0,0
Alejandro Romero Gamarra,3,3,2021-09-09,3,0,0,0
Rodri,2,2,2024-06-30,2,0,0,0
Arthur Melo,1,1,2020-11-17,0,1,0,0
Luis Mago,1,1,2020-11-17,1,0,0,0
Ghayas Zahid,1,1,2020-11-18,0,1,0,0
Jonas Wind,7,7,2023-10-14,4,3,0,0
Declan Rice,3,3,2023-03-23,1,2,0,0
Phil Foden,3,2,2022-11-29,2,1,0,0
Dávid Sigér,1,1,2020-11-18,1,0,0,0
Kevin Varga,1,1,2020-11-18,1,0,0,0
Manor Solomon,6,5,2023-06-19,3,3,0,0
Modestas Vorobjovas,1,1,2020-11-18,0,1,0,0
Lirim Kastrati,1,1,2020-11-18,1,0,0,0
Liam Boyce,1,1,2020-11-18,1,0,0,0
Eric Bicfalvi,1,1,2020-11-18,0,1,0,0
Kamil Jóźwiak,3,3,2021-11-12,1,2,0,0
Dušan Vlahović,10,8,2023-03-27,6,4,0,1
Filip Mladenović,1,1,2020-11-18,1,0,0,0
Eugene Kirwan,1,1,2021-03-24,1,0,0,0
D'Andre Bishop,1,1,2021-03-24,1,0,0,0
Fran Núñez,1,1,2021-03-24,1,0,0,0
Miroslav Stevanović,2,2,2023-10-13,0,2,0,0
Kristian Thorstvedt,3,3,2021-10-08,1,2,0,0
Jonas Svensson,1,1,2021-03-24,0,1,0,0
Luis Martínez,2,2,2021-06-04,2,0,0,0
Joseph Mbong,2,2,2021-09-01,2,0,0,0
Aleksandr Sobolev,1,1,2021-03-24,0,1,0,0
Vinceroy Nelson,1,1,2021-03-24,1,0,0,0
Alan Browne,2,2,2022-06-11,1,1,0,0
Shaquille Pinas,2,2,2021-06-04,2,0,0,0
Ryan Donk,1,1,2021-03-24,1,0,0,1
Gleofilo Vlijter,3,3,2021-07-20,3,0,0,0
Richie Laryea,1,1,2021-03-25,1,0,0,0
Kane Crichlow,3,2,2021-03-30,2,1,0,0
Theo Corbeanu,2,2,2021-07-11,2,0,0,0
Juninho Bacuna,2,1,2021-03-25,2,0,0,0
Anthony van den Hurk,1,1,2021-03-25,1,0,0,0
Jarchinio Antonia,1,1,2021-03-25,1,0,0,0
Elson Hooi,1,1,2021-03-25,1,0,0,0
David Rugamas,8,5,2021-06-12,2,6,0,0
James Ward-Prowse,2,2,2021-10-09,1,1,0,0
Dominic Calvert-Lewin,2,1,2021-03-25,2,0,0,0
Ollie Watkins,2,2,2024-07-10,1,1,0,0
Ricardo Adé,3,3,2023-06-29,1,2,1,0
Steven Séance,1,1,2021-03-25,1,0,0,0
Meinhard Olsen,1,1,2021-03-25,0,1,0,0
Jair Catuy,2,2,2021-06-05,2,0,0,0
Florin Tănase,2,2,2022-09-23,1,1,0,0
Valentin Mihăilă,4,3,2023-09-12,2,2,0,0
Ianis Hagi,4,4,2023-11-18,2,2,0,0
Saša Kalajdžić,4,3,2021-06-26,1,3,0,0
Shahrom Samiev,2,2,2021-06-15,2,0,0,0
Ryan Telfer,1,1,2021-03-25,1,0,0,0
Dorny Romero,2,1,2021-03-27,0,2,0,1
Nowend Lorenzo,2,1,2021-03-27,0,2,0,0
Luis Espinal,1,1,2021-03-27,0,1,0,0
Nigel Hasselbaink,7,3,2021-07-20,4,3,0,0
Francois Croes,1,1,2021-03-27,0,1,1,0
Florian Jozefzoon,1,1,2021-03-27,0,1,0,0
Roland Alberg,1,1,2021-03-27,0,1,0,0
Keithroy Freeman,4,2,2021-06-04,2,2,0,1
Rowan Liburd,1,1,2021-03-27,0,1,0,1
Omari Sterling-James,1,1,2021-03-27,0,1,0,0
Yury Kendysh,1,1,2021-03-27,1,0,0,0
Darwin Lom,3,3,2023-06-27,2,1,0,0
Moisés Hernández,2,2,2021-06-04,1,1,0,1
Robin Betancourth,2,2,2021-06-04,1,1,0,0
Mario Pašalić,8,8,2023-10-15,4,4,0,0
Lukáš Provod,2,2,2024-06-18,1,1,0,0
Steven Berghuis,2,2,2021-03-30,1,1,0,0
Çağlar Söyüncü,1,1,2021-03-27,0,1,0,0
Luke Gambin,1,1,2021-03-27,0,1,0,0
Alexander Satariano,1,1,2021-03-27,0,1,0,0
David Strelec,2,2,2021-11-11,2,0,0,0
Ariagner Smith,2,1,2021-03-27,0,2,0,0
Marvin Fletes,1,1,2021-03-27,0,1,0,0
Dshon Forbes,1,1,2021-03-27,0,1,0,0
Matias Belli Moldskred,1,1,2021-03-27,0,1,0,0
Aleksandar Dragović,1,1,2021-03-28,1,0,0,0
Manuel Locatelli,3,2,2021-06-16,2,1,0,0
Onel Hernández,2,2,2021-06-02,2,0,0,0
Charlison Benschop,3,2,2021-06-05,0,3,0,1
Mikkel Damsgaard,4,3,2021-07-07,3,1,0,0
Jens Stryger Larsen,2,2,2022-06-06,1,1,0,0
Mathias Jensen,1,1,2021-03-28,1,0,0,0
Marcus Ingvartsen,1,1,2021-03-28,1,0,0,0
Briel Thomas,2,2,2021-06-02,1,1,1,0
Audel Laville,1,1,2021-03-28,1,0,0,0
José Fajardo,5,5,2024-07-01,0,5,0,0
Ousmane Dembélé,2,2,2023-11-18,1,1,0,0
Karol Świderski,9,9,2023-10-15,6,3,0,0
Ricardo Rivera,4,3,2021-06-08,3,1,0,1
Júnior Moraes,1,1,2021-03-28,1,0,0,0
Frank Sturing,1,1,2021-03-29,0,1,0,0
David Wotherspoon,1,1,2021-03-29,0,1,0,0
Mark-Anthony Kaye,2,1,2021-03-29,0,2,0,0
Alistair Johnston,1,1,2021-03-29,0,1,0,0
Emin Mahmudov,7,6,2023-11-16,3,4,0,1
Emile Saimovici,2,2,2021-06-08,2,0,0,0
Hans Vanaken,3,2,2021-09-02,2,1,0,0
Leandro Trossard,6,4,2023-11-19,6,0,0,0
Dennis Praet,2,2,2021-09-08,1,1,0,0
Carlos Bernárdez,2,1,2021-03-30,2,0,0,0
Jesse August,1,1,2021-03-30,1,0,0,0
Deshawon Nembhard,1,1,2021-03-30,1,0,0,0
Jaylon Bather,1,1,2021-03-30,1,0,0,0
Knory Scott,1,1,2021-03-30,1,0,0,0
Ioannis Pittas,2,2,2023-06-17,2,0,0,1
Saydrel Lewis,2,2,2021-06-08,2,0,0,0
Kadell Daniel,1,1,2021-03-30,1,0,0,0
Omari Glasgow,1,1,2021-03-30,1,0,0,0
Hidemasa Morita,3,3,2024-02-03,2,1,0,0
Khash-Erdene Tuya,1,1,2021-03-30,1,0,1,0
Sho Inagaki,2,1,2021-03-30,2,0,0,0
Junya Ito,6,5,2022-02-01,4,2,0,0
Kyogo Furuhashi,3,2,2021-06-07,3,0,0,0
João Palhinha,2,2,2021-10-12,1,1,0,0
Zidane Sam,1,1,2021-03-30,1,0,0,0
Azinho Solomon,1,1,2021-03-30,1,0,0,0
Yasser Al-Shahrani,2,2,2021-09-02,2,0,0,0
Roberts Savaļnieks,1,1,2021-03-30,0,1,0,0
Roberts Uldriķis,5,4,2022-06-03,3,2,0,0
Attila Fiola,2,2,2021-06-19,1,1,0,0
Dániel Gazdag,4,4,2022-06-14,1,3,0,0
Eduard Spertsyan,3,3,2022-09-27,2,1,0,0
Alexandru Cicâldău,2,1,2021-03-31,0,2,0,0
Andreas Skov Olsen,7,6,2022-09-25,4,3,0,0
Joakim Mæhle,9,9,2023-11-17,6,3,0,0
Jakub Moder,1,1,2021-03-31,0,1,0,0
Otar Kakabadze,1,1,2021-03-31,1,0,1,0
Victor Pálsson,1,1,2021-03-31,0,1,0,0
Cătălin Carp,1,1,2021-03-31,1,0,0,0
Myrto Uzuni,3,3,2022-09-24,1,2,0,0
Ché Adams,4,4,2022-06-14,2,2,0,0
Besar Halimi,1,1,2021-03-31,0,1,0,0
Serikzhan Muzhikov,1,1,2021-03-31,0,1,0,0
Ko Itakura,1,1,2021-05-28,1,0,0,0
Jin Jingdao,1,1,2021-05-30,1,0,0,0
Alan Carvalho,3,2,2021-06-11,3,0,0,0
Jonah Ebanks,1,1,2021-06-02,1,0,0,1
Joshua John,2,1,2021-06-02,0,2,0,0
Terence Groothusen,1,1,2021-06-02,0,1,0,0
Luis Paradela,2,2,2023-07-04,1,1,0,1
Cavafe,1,1,2021-06-02,1,0,0,0
Dairon Reyes,1,1,2021-06-02,1,0,0,0
Chad Bertrand,1,1,2021-06-02,1,0,0,0
Julian Wade,2,2,2021-06-08,1,1,0,0
Nathan Pond,1,1,2021-06-02,1,0,0,0
Rohan Ince,1,1,2021-06-02,1,0,0,0
Adrian Clifton,2,1,2021-06-02,2,0,0,0
Gerald Díaz,1,1,2021-06-02,1,0,0,0
Isaac Angking,2,2,2021-06-08,1,1,0,1
Devin Vega,1,1,2021-06-02,1,0,0,0
Jaden Servania,1,1,2021-06-02,1,0,0,0
Lester Hayes III,1,1,2021-06-02,1,0,0,0
Ali Madan,3,2,2024-01-20,3,0,0,0
Jasim Al-Shaikh,1,1,2021-06-03,1,0,0,0
Amredin Sharifi,1,1,2021-06-03,0,1,0,0
Topu Barman,1,1,2021-06-03,1,0,0,0
Jhon Chancellor,2,2,2021-09-09,0,2,0,0
Ali Gholizadeh,3,3,2021-11-16,1,2,0,0
Vahid Amiri,1,1,2021-06-03,1,0,0,0
Cheng Siu Kwan,1,1,2021-06-03,0,1,0,0
Ajdin Hrustic,3,3,2022-06-07,0,3,0,0
Nawayug Shrestha,1,1,2021-06-03,1,0,0,0
Mateus Uribe,2,2,2022-03-24,1,1,0,0
Luis Díaz,9,8,2024-07-06,4,5,0,1
Narubadin Weerawatnodom,1,1,2021-06-03,1,0,0,0
I Kadek Agung Widnyana,1,1,2021-06-03,0,1,0,0
Evan Dimas,1,1,2021-06-03,0,1,0,0
Fábio Virginio de Lima,5,3,2021-06-11,5,0,0,0
Rhys Browne,1,1,2021-06-04,1,0,0,0
Niall Reid-Stephen,1,1,2021-06-04,0,1,0,0
Manny Rodríguez,1,1,2021-06-04,1,0,0,0
Rudy Barrientos,1,1,2021-06-04,1,0,0,0
Oscar Santis,1,1,2021-06-04,1,0,0,0
Gerardo Gordillo,2,2,2021-07-18,2,0,0,0
Marvin Ceballos,1,1,2021-06-04,1,0,0,1
Jorge Estuardo Vargas,1,1,2021-06-04,1,0,0,0
John Méndez,1,1,2021-06-04,1,0,0,0
Markas Beneta,1,1,2021-06-04,1,0,1,0
Paulius Golubickas,1,1,2021-06-04,0,1,0,0
Eduards Emsis,2,2,2023-06-16,2,0,0,0
Aias Aosman,2,2,2021-06-15,0,2,0,1
Richard Rodríguez,1,1,2021-06-04,1,0,0,0
Byron Bonilla,1,1,2021-06-04,1,0,0,0
Sheraldo Becker,2,1,2021-06-04,2,0,0,0
Zachary Brault-Guillard,1,1,2021-06-05,0,1,0,0
Brandley Kuwas,1,1,2021-06-05,0,1,0,0
Michaël Maria,2,1,2021-06-05,0,2,0,0
Kenji Gorré,2,1,2021-06-05,0,2,0,0
Ahmed Waseem Razeek,2,1,2021-06-05,0,2,0,1
Mohamad Kdouh,3,2,2021-10-12,1,2,0,0
Cecilio Waterman,7,6,2021-11-16,5,2,0,0
Jorman Aguilar,1,1,2021-06-05,1,0,0,0
Tafari Smith,1,1,2021-06-05,1,0,1,0
Francisco Palacios,1,1,2021-06-05,1,0,0,0
Carnejy Antoine,4,2,2021-07-18,0,4,0,0
Marvin Monterrosa,2,1,2021-06-05,0,2,0,0
Juan Carlos Portillo,1,1,2021-06-05,0,1,0,0
Joshua Pérez,3,3,2021-06-15,1,2,0,0
Mitchell Duke,6,5,2022-11-26,4,2,0,0
Gao Wei-jie,1,1,2021-06-07,0,1,0,0
Wu Xinghan,1,1,2021-06-07,1,0,0,0
Mardik Mardikian,3,2,2022-03-24,0,3,0,1
Safaa Hadi,1,1,2021-06-07,1,0,0,0
Ehson Panjshanbe,1,1,2021-06-07,0,1,0,0
Kento Hashimoto,1,1,2021-06-07,1,0,0,0
Hayao Kawabe,1,1,2021-06-07,1,0,0,0
Oyunbaataryn Mijiddorj,1,1,2021-06-07,0,1,0,0
Yazan Al-Arab,3,3,2024-01-29,0,3,1,0
Caio Canedo,4,4,2022-06-07,4,0,0,0
Suphanat Mueanta,1,1,2021-06-07,0,1,0,0
Mohammed Jumaa,1,1,2021-06-07,1,0,0,0
Irfan Fandi,1,1,2021-06-07,1,0,1,0
Vũ Văn Thanh,1,1,2021-06-07,1,0,0,0
Kole Hall,1,1,2021-06-08,1,0,0,0
Cristian Romero,1,1,2021-06-08,0,1,0,0
Leandro Paredes,1,1,2021-06-08,0,1,0,0
Miguel Borja,6,5,2024-07-06,6,0,0,3
Luis Advíncula,1,1,2021-06-08,0,1,0,0
Eriq Zavaleta,2,2,2022-03-24,1,1,0,0
Walmer Martinez,2,2,2021-07-14,1,1,0,0
Derrick Etienne,1,1,2021-06-08,1,0,0,0
Lucas Paquetá,7,7,2024-06-28,4,3,0,1
Duane Muckette,1,1,2021-06-08,1,0,0,0
Lee Dong-gyeong,1,1,2021-06-09,1,0,0,0
Jeong Sang-bin,1,1,2021-06-09,1,0,0,0
Zafar Babajanow,1,1,2021-06-09,1,0,0,0
Rabih Ataya,1,1,2021-06-09,0,1,0,0
Soony Saad,4,4,2021-11-11,1,3,0,0
Güýçmyrat Annagulyýew,1,1,2021-06-09,1,0,0,0
Abdullah Fawaz,5,3,2022-03-29,3,2,0,1
Omid Popalzay,1,1,2021-06-11,1,0,0,0
Shojae Khalilzadeh,2,2,2024-01-14,1,1,0,0
Sor Rotana,1,1,2021-06-11,0,1,1,0
Milad Mohammadi,1,1,2021-06-11,0,1,0,0
Kaveh Rezaei,2,1,2021-06-11,0,2,0,0
Mehdi Ghayedi,3,3,2024-01-19,1,2,0,0
Liu Binbin,1,1,2021-06-11,1,0,0,0
Zhang Yuning,3,3,2021-10-07,3,0,0,0
Tan Long,1,1,2021-06-11,1,0,0,0
Fung Hing Wa,1,1,2021-06-11,0,1,1,0
Merih Demiral,6,5,2024-07-02,4,2,2,0
Guilherme de Paula Lucrécio,1,1,2021-06-11,1,0,0,1
Farhat Musabekov,1,1,2021-06-11,0,1,0,0
Abay Bokoleyev,1,1,2021-06-11,0,1,0,0
Fran Karačić,1,1,2021-06-11,0,1,0,0
Martin Boyle,5,5,2024-01-28,4,1,0,1
Mark Hartmann,1,1,2021-06-11,1,0,0,0
Sebastián Tagliabúe,1,1,2021-06-11,1,0,0,0
Rangelo Janga,1,1,2021-06-12,0,1,0,0
Wout Weghorst,8,7,2024-06-16,5,3,0,0
Denzel Dumfries,6,6,2022-12-03,5,1,0,0
Maher Sabra,2,2,2022-02-01,2,0,1,0
